Id,SalePrice,GrLivArea,OverallQual,YearBuilt,Neighborhood,RecentPriceTrend,PropertyTax,CrimeRate,SchoolRating,Price_per_sqft,Distance_to_city
35,277500,1561,9,2005,NridgHt,4.656320330745594,3413.7943735255117,9.288950689869182,2,177.7706598334401,11.90754527463013
36,309000,2452,8,2004,NridgHt,3.0839734811646107,3672.851194220065,7.251358845279569,2,126.01957585644372,24.723701529250246
37,145000,1097,5,1994,CollgCr,-1.9538623082662934,3477.961384038458,7.560829554902348,9,132.17866909753874,29.099981532482257
38,153000,1297,5,1954,NAmes,-4.023278859936161,2853.9761752022896,8.755218134086107,3,117.96453353893601,13.89082102444298
39,109000,1057,5,1953,NAmes,1.8423302651215687,2519.143120716919,3.4666443040797192,8,103.12204351939451,15.456488794228749
40,82000,1152,4,1955,Edwards,-0.5984750626039865,4453.334598287302,8.263638134800328,9,71.18055555555556,17.379072872621208
41,160000,1324,6,1965,NAmes,-3.7796176515522117,3076.3271405448722,2.7571654266084282,8,120.84592145015105,28.00427017819447
42,170000,1328,5,1959,Timber,-0.048230898887298146,2916.7275105189237,4.1080775702039904,4,128.0120481927711,25.817100333822378
43,144000,884,5,1983,SawyerW,-4.656114788847816,1102.5682632257428,4.020494088428585,1,162.89592760180994,5.532733176338508
44,130250,938,5,1975,CollgCr,4.093204020787821,2364.9913105046253,9.806729215502266,4,138.8592750533049,13.384355626488713
45,141000,1150,5,1959,NAmes,-2.412200183999831,2520.782475143428,8.708835013731342,9,122.6086956521739,14.188012631794575
46,319900,1752,9,2005,NridgHt,1.6252228435398202,2595.2911235876018,7.310528754312338,2,182.59132420091325,23.77833529363832
47,239686,2149,7,2003,Mitchel,-1.8828892391058902,3320.689476909329,7.5435108545385114,3,111.53373662168451,18.28534003686034
48,249700,1656,8,2006,Somerst,0.20068021177810813,3134.410186907514,6.05865514962314,10,150.78502415458937,19.79950362985588
49,113000,1452,4,1920,OldTown,0.4671027934327965,3431.6203711737785,9.523816003976671,8,77.8236914600551,29.94689727613572
50,127000,955,5,1966,Sawyer,-3.1514554447447294,4059.533046168513,5.466328775941254,6,132.98429319371726,2.711321282365385
51,177000,1470,6,1997,Gilbert,4.695846277645586,4251.942954864374,4.424659388829051,8,120.40816326530613,7.0787897942451234
52,114500,1176,6,1934,BrkSide,2.7513282336111455,3872.4923049059776,2.467318032384319,7,97.3639455782313,12.532930152460631
53,110000,816,5,1963,IDOTRR,4.394989415641891,4822.094783819739,8.075850870349523,5,134.80392156862746,10.759580889942171
54,385000,1842,9,1981,Veenker,3.9482735042764876,1072.9303307054465,7.609995388680323,9,209.01194353963083,1.138544059736016
55,130000,1360,5,1955,NAmes,0.9789997881108512,1783.1119427341844,4.459195346717214,4,95.58823529411765,3.207439390899687
56,180500,1425,6,1964,NAmes,4.218742350231167,1030.2514999125685,1.2267407256330642,6,126.66666666666667,20.5881220964055
57,172500,1739,8,1999,Somerst,-4.115074979480805,3589.898856618412,8.550975949462096,2,99.19493962047153,26.44007166919554
58,196500,1720,7,2004,CollgCr,-3.040171375808548,4592.122195799948,1.1027618510866626,2,114.24418604651163,15.66969683234634
59,438780,2945,10,2006,StoneBr,-4.54772711089462,1973.9291863051972,7.333298016661459,2,148.99151103565364,16.40613684565217
60,124900,780,5,1972,CollgCr,-1.7466966923673564,4708.138179185226,9.732313987534514,10,160.12820512820514,8.025256268555193
61,158000,1158,6,2004,SawyerW,-1.1132271031051797,1241.0695611582435,4.938951953333831,7,136.44214162348877,23.152352727194486
62,101000,1111,5,1920,IDOTRR,-2.286509682261041,4737.744107222057,3.114760644963575,2,90.9090909090909,22.677940327334063
63,202500,1370,8,2006,NridgHt,3.2873750915192943,2406.4907489585376,7.343839090390436,2,147.8102189781022,17.856787831920872
64,140000,1710,7,1921,OldTown,-1.432466733064107,1405.683313796866,8.354153278140267,9,81.87134502923976,6.773596452084614
65,219500,2034,7,1997,CollgCr,-2.1906549031261924,2943.4870367453022,5.917872844700626,7,107.91543756145526,3.3620374379941387
66,317000,2473,8,2004,NridgHt,0.4269608315824849,2027.1062708820318,9.703317477305315,3,128.1843914274161,2.395037987785214
67,180000,2207,7,1970,NAmes,-3.5907577502523735,2139.4916078476913,1.46501849492165,3,81.55867693701857,17.984533965964893
68,226000,1479,7,2003,CollgCr,3.0219698075403976,2229.159859705146,5.543160384740753,7,152.80594996619337,24.8385419147126
69,80000,747,4,1945,OldTown,-4.254493563202292,4212.103591330653,7.466085525902951,5,107.095046854083,25.820747737537282
70,225000,2287,7,1953,ClearCr,4.868869366005173,3156.645106701018,8.76376424034261,10,98.38216003498033,14.17685119313177
71,244000,2223,7,1973,NAmes,2.7224476929665737,2245.2307966240146,2.6133005071701105,6,109.76158344579397,23.63600332954815
72,129500,845,4,1982,Mitchel,-3.012843184658276,3441.3351332436737,8.200031335873133,8,153.25443786982248,28.432965792060195
73,185000,1718,7,1998,Gilbert,-4.944778828763976,3864.6026968927745,5.974363681466907,9,107.68335273573923,8.617518318398005
74,144900,1086,5,1954,NAmes,3.154614284548341,2090.496002934135,4.568983137909669,1,133.4254143646409,12.239830218232337
75,107400,1605,3,1915,OldTown,2.0685734384761716,2654.196406101406,2.185435257211842,3,66.91588785046729,27.97863028160208
76,91000,988,4,1973,MeadowV,2.2900716804098735,1487.5443733477903,8.787661830180213,7,92.10526315789474,10.477813535859903
77,135750,952,4,1956,NAmes,2.712703466859457,1724.5973981387212,2.415458873617438,6,142.59453781512605,27.45935056449299
78,127000,1285,5,1948,BrkSide,-4.259553482659096,3724.4714158599313,3.7880907328818934,7,98.83268482490273,29.44082343650674
79,136500,1768,4,1968,Sawyer,-1.4153427145572737,1725.7533907825077,3.610409787661932,8,77.20588235294117,20.02341649294553
80,110000,1230,5,1910,OldTown,-3.841309404748703,3100.653534668241,8.842726307717689,6,89.4308943089431,24.598263540372965
81,193500,2142,6,1968,NAmes,3.6310342587559354,3836.1850468897305,7.054326947880082,3,90.33613445378151,22.611594144522012
82,153500,1337,6,1998,Mitchel,1.2329812682755792,1427.5076923789752,8.170132574722352,2,114.80927449513837,21.136260599657952
83,245000,1563,8,2007,Somerst,-1.6910197514735081,3269.2488785156143,3.254211089132491,7,156.7498400511836,9.554466652946362
84,126500,1065,5,1960,NAmes,-4.364416497139763,2026.251134805455,6.6238668964629905,1,118.77934272300469,2.1842829682843394
85,168500,1474,7,1995,Gilbert,-1.890176782843378,4851.707500950319,6.145713848293738,3,114.31478968792402,10.620026109329693
86,260000,2417,8,1991,NoRidge,-1.7481667797325295,2934.1825868796986,8.495473391094439,4,107.57136946628052,20.174611563515246
87,174000,1560,6,2005,Gilbert,2.2960617833806403,4223.970199100632,9.154783544331345,1,111.53846153846153,3.524611347720141
88,164500,1224,6,2009,Somerst,1.3755747135521315,3200.906168625047,1.1094109432964814,5,134.3954248366013,0.8515804978581417
89,85000,1526,3,1915,IDOTRR,3.8721274257632654,1173.6501314192767,7.066179271529134,10,55.70117955439056,4.620924991786691
90,123600,990,4,1994,CollgCr,-0.27785074838050683,3532.6055023760896,1.4665221920775613,3,124.84848484848484,21.61420982911846
91,109900,1040,4,1950,NAmes,-3.804057540616983,4805.613368826628,5.939727985696203,2,105.67307692307692,29.197414198865097
92,98600,1235,5,1961,NAmes,2.1324478722299496,3406.4472805853247,3.588694561393104,3,79.83805668016194,29.500408638637204
93,163500,964,5,1921,Crawfor,2.6078504861689744,4276.755437707161,3.760989395699271,8,169.6058091286307,15.072384899635544
94,133900,2291,6,1910,OldTown,0.6127719756949626,4536.825853393631,4.176626531071209,6,58.44609340899171,26.14589287927425
95,204750,1786,6,1997,CollgCr,2.7096717995456103,1912.31908779573,6.591632041446491,7,114.64165733482643,22.23638044466937
96,185000,1470,6,1993,Gilbert,-0.06204403635609257,1848.1793596329067,4.006449691018923,6,125.85034013605443,15.280686991045801
97,214000,1588,7,1999,CollgCr,0.2273282938199408,3443.923955403967,7.594291455312524,6,134.76070528967256,17.39643572217506
98,94750,960,4,1965,Edwards,-0.7245898164145039,2644.113879226819,4.640746470164827,3,98.69791666666667,4.548200825197696
99,83000,835,5,1920,Edwards,-4.745808732559048,4359.445211466882,1.6151788027896274,8,99.40119760479043,28.161013088189467
100,128950,1225,4,1959,NAmes,-3.9210857300669555,4600.092493592045,8.053838582356965,7,105.26530612244898,10.881928236587415
101,205000,1610,6,1977,NWAmes,-4.685708143132658,2413.6855172108726,3.571824921334354,7,127.32919254658385,13.661403065486502
102,178000,1732,6,1985,SawyerW,1.3641041126378042,1947.4822358979281,4.894901916393364,6,102.77136258660508,20.313976814438014
103,118964,1535,5,1979,SawyerW,-1.856440189236733,4122.102060975447,7.168994948997113,5,77.50097719869707,10.350122910033342
104,198900,1226,7,2009,CollgCr,0.08570691164702815,2099.2241421925446,3.992105414338408,10,162.23491027732464,8.00064524917345
105,169500,1818,7,1931,IDOTRR,4.0756647392609295,4290.457274054714,1.5092709053204407,8,93.23432343234323,19.11595710147151
106,250000,1992,8,2003,Somerst,-2.5070777085112503,2694.953014595051,4.365289423115322,5,125.50200803212851,1.2370304273145587
107,100000,1047,4,1885,OldTown,-0.8961707696437031,3670.1995971658816,9.50003724424873,9,95.51098376313276,21.761390804787027
108,115000,789,5,1948,OldTown,2.5555113854304867,1382.1412553386726,6.775609575687024,9,145.75411913814955,15.663689411357037
109,115000,1517,5,1919,IDOTRR,-2.7120183450837754,3495.437298706292,7.043312338004863,1,75.80751483190508,18.369735050367566
110,190000,1844,6,1977,NWAmes,-4.23020090171207,2807.0707149489162,6.690539382738758,6,103.03687635574838,19.140464697783113
111,136900,1855,6,1954,Edwards,-2.1024854708623195,3346.4338527018963,2.7909292506349312,7,73.80053908355795,16.04797961653063
112,180000,1430,7,2000,Gilbert,-3.387787127459956,1672.0568309794537,4.765004776920521,3,125.87412587412588,17.68474643450171
113,383970,2696,7,2007,CollgCr,4.29697652342573,3947.4949797767285,7.758458185269864,7,142.4221068249258,20.6717519262513
114,217000,2259,6,1953,Crawfor,3.0812037956441696,4451.1883101729145,1.9123560779784323,7,96.06020362992474,22.717005991800388
115,259500,2320,6,1945,Crawfor,1.3340375651042349,1866.9592003631026,3.5006749848074104,2,111.85344827586206,21.959845542940556
116,176000,1458,6,1999,Somerst,3.714605901877178,1382.858222080647,3.4868719761926825,7,120.71330589849109,26.15368550310172
117,139000,1092,5,1962,Sawyer,3.0367207689911453,1094.5543441853456,4.888170348350554,1,127.28937728937728,6.088581278438381
118,155000,1125,5,2006,Edwards,-3.134299411139642,3567.886001773064,9.823318668479665,5,137.77777777777777,12.333865100008028
119,320000,3222,7,1990,SawyerW,3.925589984899778,3428.376144355123,1.6075229201543975,9,99.31719428926132,28.459983947426483
120,163990,1456,6,2005,CollgCr,0.393422419156507,3186.78965085628,5.668308949425355,7,112.63049450549451,12.199421944396727
121,180000,988,6,1969,ClearCr,3.0744015516406247,1927.7883844639018,2.614282138109894,7,182.18623481781376,4.183667268724719
122,100000,1123,4,1939,IDOTRR,3.9609129992349317,2563.6239836220584,9.736088908687698,2,89.04719501335708,16.000631227684295
123,136000,1080,6,1958,NAmes,-1.8199652502813612,3377.9053407446922,2.019731542547178,8,125.92592592592592,3.729983690356634
124,153900,1199,6,1993,SawyerW,-3.8994807547232324,2987.0674354366774,4.632409021254321,3,128.35696413678065,6.4841705424720235
125,181000,1586,6,1979,NWAmes,-2.720648374580583,4951.142080859549,7.6409648635114555,8,114.12358133669609,29.95040331884322
126,84500,754,6,1935,IDOTRR,-0.7289221137374371,1545.7590102269326,7.340989852247008,3,112.06896551724138,16.47019783268589
127,128000,958,6,1976,NPkVill,3.1801476592249305,3780.5782161903753,4.8045577320453905,10,133.61169102296452,8.879722476692656
128,87000,840,5,1930,OldTown,3.6073058325634335,2617.2750724171683,4.118717511574464,7,103.57142857142857,29.84586115993023
129,155000,1348,6,1966,NAmes,-4.930478694688093,2712.798459702459,4.578511406975835,2,114.98516320474778,29.013488097376726
130,150000,1053,5,1958,NAmes,0.10747302577565776,3870.391062632705,3.3784863684277537,4,142.45014245014244,13.501801711985774
131,226000,2157,7,1966,NAmes,-0.8258899685122101,3769.7446052974788,2.847996448361198,6,104.77515067222996,8.181891709243299
132,244000,2054,6,2000,Gilbert,-2.7789218952926973,4965.023974808753,5.34735727803001,9,118.79259980525804,25.232789323719604
133,150750,1327,5,1959,NAmes,-3.8013463266631717,1513.5771578165009,3.416803804608466,5,113.60211002260739,21.61081115066768
134,220000,1296,8,2001,Timber,-1.6238482859637204,1416.4385975366654,3.587154984075251,9,169.7530864197531,20.764772332603556
135,180000,1721,5,1968,Sawyer,4.4290970391251925,3897.355268514965,6.910804571271013,5,104.59035444509006,26.84685536901294
136,174000,1682,7,1970,NWAmes,-1.7679706797924477,3313.5476680256365,9.71683598529903,10,103.44827586206897,20.837805449204076
137,143000,1214,5,1967,NAmes,0.1879062174336612,2096.642666239223,6.432734805034376,8,117.79242174629324,8.8720393197257
138,171000,1959,7,1988,Mitchel,2.030189588951778,1317.6774759559464,1.6928152035846966,1,87.28943338437979,20.9689632753341
139,230000,1852,8,1999,CollgCr,-1.3637039762070602,1342.6329983857222,1.680252524686603,7,124.19006479481641,9.521498582868087
140,231500,1764,6,1997,CollgCr,4.717820827209607,4576.7634986564735,9.562808987610094,4,131.2358276643991,22.897549899881355
141,115000,864,4,1971,NAmes,4.624472949421111,1767.4692988749716,3.6756171127660027,5,133.10185185185185,18.7825617075012
142,260000,1734,7,2005,CollgCr,-2.4821770417463584,2293.486248462083,1.828602874742279,6,149.94232987312571,2.783640783550142
143,166000,1385,5,1952,NAmes,-0.02751494107614505,1906.625608907952,6.391401284353434,5,119.85559566787003,15.62864319183669
144,204000,1501,7,1999,CollgCr,-1.9912169018323036,2419.9852233277493,6.612839004612395,1,135.90939373750834,10.627378591274358
145,125000,1728,5,1963,Sawyer,-2.151595056225324,1277.6953709843735,6.836543381068194,9,72.33796296296296,10.19283366560268
146,130000,1709,6,2004,Edwards,-4.6311305264546725,3076.2391636330813,3.4066182507178717,2,76.06787595084845,18.266560920129088
147,105000,875,5,1931,BrkSide,1.0956433397989684,1270.4502543688595,1.1359961579302753,9,120.0,10.008582321848035
148,222500,2035,7,2001,Gilbert,0.0267902322886151,4201.426031289446,9.685138325090247,10,109.33660933660934,23.418365572043744
149,141000,1080,7,2004,SawyerW,-4.485212487500107,1934.848327641732,3.2580374112199224,2,130.55555555555554,2.588347362329646
150,115000,1344,5,1936,BrkSide,-2.2135353576338854,3160.0476584180424,7.084236592472927,9,85.56547619047619,19.981453445676852
151,122000,969,5,1975,CollgCr,4.082658859666537,4520.316350245833,7.3596688289083865,6,125.90299277605779,24.371246707873865
152,372402,1710,8,2007,NridgHt,-2.604381093330276,3603.5094761887767,6.490066753715372,9,217.77894736842106,20.348534852652687
153,190000,1993,6,1971,NWAmes,-3.551051279087769,3131.831146205341,3.816166547922834,6,95.33366783743101,15.168261253089874
154,235000,1252,6,1960,ClearCr,-0.10547239722436963,2297.3350124615026,3.439866283876592,6,187.6996805111821,28.534056905217344
155,125000,1200,6,1923,OldTown,4.856504541106007,2332.0076522327918,6.379014544324328,2,104.16666666666667,9.348185449042877
156,79000,1096,6,1924,Edwards,-2.5794472848849956,3677.9478207927605,8.794860702505224,8,72.08029197080292,1.0654526819868444
157,109500,1040,5,1950,NAmes,1.721355474058786,4976.55744488467,9.52060356031056,3,105.28846153846153,13.243686458171505
158,269500,1968,8,2009,Timber,2.6161961532871754,3647.3567593975145,1.9531522396338188,7,136.9410569105691,1.473852109059654
159,254900,1947,7,2004,Somerst,-2.6236245600760033,3231.1336694801,2.3934575133794787,5,130.91936312275294,28.64113419952906
160,320000,2462,7,2005,Gilbert,2.2821634861185958,3922.602040956984,9.502626329047716,3,129.97562956945572,6.69258234956752
161,162500,1232,6,1984,Veenker,-1.322168672807468,2860.822449134873,7.628817055013133,1,131.89935064935065,23.773347206491945
162,412500,2668,9,2003,NridgHt,1.3230583059357945,1240.569370403141,8.946944423467958,8,154.61019490254873,23.349876453643763
163,220000,1541,7,2005,NridgHt,1.3352971076089473,3249.1872635116392,2.8236937072180885,3,142.76443867618428,6.9230025406465385
164,103200,882,4,1956,OldTown,0.357746840747585,4830.501138021521,6.288272839984617,2,117.00680272108843,18.826182649164934
165,152000,1616,6,1926,OldTown,-4.097102299455917,1701.2117694306385,7.310256349757263,1,94.05940594059406,1.9183295703502812
166,127500,1355,5,1940,Edwards,3.35302495589238,3760.019563282663,7.121006969022754,4,94.09594095940959,14.76545027826409
167,190000,1867,5,1955,ClearCr,-1.7921993502826417,1803.734754636226,4.673365217800283,8,101.76754151044456,0.9320902545383587
168,325624,2161,8,2007,NridgHt,-3.1348148960014575,3143.310737892325,1.1385540252217763,3,150.68209162424805,27.673744465334835
169,183500,1720,7,2004,Gilbert,-4.592248584452361,1386.7057985868785,6.246334511238368,1,106.68604651162791,29.294537713887365
170,228000,1707,8,1981,Timber,0.9089294318824184,2801.4837450327404,3.2779138526164786,4,133.5676625659051,7.057341615838265
171,128500,1382,5,1941,OldTown,1.7756436184228246,4024.6533155809843,5.052288215286013,9,92.98118668596237,6.639128020592997
172,215000,1656,6,1960,NAmes,-4.834121710721439,2390.2860969559283,9.618229135754357,1,129.83091787439614,22.734745208582826
173,239000,1767,7,1987,StoneBr,0.12093058299281001,3659.6468979488723,4.591317858781912,2,135.2574985851726,7.974692265465367
174,163000,1362,6,1961,NAmes,-2.7350422480206205,4181.799843158917,8.55821445997984,9,119.67694566813509,26.90475849527443
175,184000,1651,6,1986,Timber,1.4517279040944988,4708.711277917811,2.6968654517432604,2,111.44760751059964,17.430909515627977
176,243000,2158,6,1950,Edwards,-3.2563357099500854,1938.568327421814,7.052144482225259,3,112.60426320667284,10.847939878804208
177,211000,2060,6,1988,ClearCr,1.90937738102466,2597.2636632372323,9.793062589950491,7,102.42718446601941,25.06446551730789
178,172500,1920,5,1958,Sawyer,-1.132646536994626,1609.6640533216696,1.917037907856431,3,89.84375,15.055497662195158
179,501837,2234,9,2008,StoneBr,4.367299887367345,4969.934008633501,1.074879480044728,9,224.636078782453,27.393170954400027
180,100000,968,5,1923,OldTown,-3.6247905585400675,4708.003871697181,4.902245133693529,6,103.30578512396694,27.87641998351674
181,177000,1525,6,2000,Somerst,-1.589336489497415,3159.8285211222383,1.8336293474623049,3,116.06557377049181,5.379894487788075
182,200100,1802,7,1920,Crawfor,-3.8652647875941093,4368.133177505685,7.7354591470860825,9,111.04328523862375,0.568540480891943
183,120000,1340,5,1957,Edwards,4.246936182785628,3083.8319090881687,9.23093797463703,1,89.55223880597015,29.525962734200867
184,200000,2082,7,2003,OldTown,3.7733935338098092,3494.342752011039,4.90618875437883,10,96.06147934678194,27.23105731576064
185,127000,1252,5,1908,BrkSide,-2.420583722848444,1356.4977284640665,3.3284047793989684,3,101.43769968051119,2.1356344532633216
186,475000,3608,10,1892,OldTown,1.59984046034179,4021.0816819872316,4.909629871059488,1,131.6518847006652,25.074510786261563
187,173000,1217,7,1990,Mitchel,3.172222002012159,1510.8539345409392,7.511030360650009,2,142.15283483976992,14.005245510496595
188,135000,1656,5,1916,OldTown,0.5520081159946235,4304.270521010114,1.0814874542233388,8,81.52173913043478,8.13936734823677
189,153337,1224,5,1979,SawyerW,0.29650578356006463,4128.112350681544,6.305085905362275,7,125.27532679738562,26.423022448469432
190,286000,1593,8,2001,StoneBr,-2.581477090995483,3834.9787909719057,6.519625163986412,2,179.5354676710609,6.301683355514064
191,315000,2727,8,1932,Crawfor,-4.068972321941008,1144.6415220990484,6.73919422206342,2,115.51155115511551,28.445349982891976
192,184000,1479,7,1972,NAmes,3.972157579533267,2212.5134237813145,3.178198719827895,9,124.40838404327248,6.5658338871305615
193,192000,1431,7,1999,CollgCr,4.004180571633304,2052.4502796433717,7.426474510403141,6,134.17190775681343,18.603654037997934
194,130000,1709,7,2004,Edwards,1.3310145727326796,2440.5456298860763,1.8225233769859877,5,76.06787595084845,7.0810468686047585
195,127000,864,5,1972,CollgCr,-1.609702089512993,1350.5709870553542,2.7934330282012074,10,146.99074074074073,16.597225616574725
196,148500,1456,6,1976,NPkVill,-1.507904253873391,4747.8312921242505,8.897230419890338,6,101.99175824175825,20.677266332496668
197,311872,1726,7,2007,Somerst,2.259556788702394,3215.208962849505,7.648508356539097,9,180.69061413673234,6.111723959194058
198,235000,3112,8,1918,NAmes,3.9711025995257714,2222.097242632094,1.1237099861021074,7,75.51413881748071,15.866130589670036
199,104000,2229,6,1912,OldTown,3.870864242651173,2587.9260682971335,3.235386343328202,10,46.657694033198744,14.33726245950851
200,274900,1713,8,2004,NridgHt,2.798755458576238,2788.810162019343,2.929658346938481,10,160.4786923525978,2.5956039313985664
201,140000,1121,4,2003,Edwards,1.4203164615428774,3402.377333442469,3.437256952332753,9,124.88849241748439,24.640080621421436
202,171500,1279,6,1977,Mitchel,-4.158600350049512,3062.717710785991,3.2280379325189776,4,134.08913213448005,10.40263081896383
203,112000,1310,6,1924,OldTown,-3.3837128590538623,4677.567892857669,1.5627366616856118,2,85.49618320610686,17.450174827780447
204,149000,848,6,2004,CollgCr,3.985541885270793,2987.853931623321,5.130464649371383,8,175.70754716981133,15.686134930527466
205,110000,1284,5,1947,OldTown,1.0642905965958995,4968.632059293251,7.594601273075487,4,85.66978193146417,15.641184884828046
206,180500,1442,7,1990,Gilbert,-4.908029483833704,4405.699830980383,6.4605855224569275,9,125.17337031900139,3.6630606291503796
207,143900,1696,5,1962,Sawyer,-3.9852845713396787,1834.0420574293432,7.055845017382718,4,84.84669811320755,12.992719272855316
208,141000,1100,4,1960,NAmes,1.6350176910805576,4722.380858575665,1.7303426068261523,8,128.1818181818182,13.844819396593822
209,277000,2062,7,1988,SawyerW,-4.949384161537813,1465.4655915419044,9.563416391591085,9,134.33559650824444,22.14246379075123
210,145000,1092,6,1964,NAmes,-3.3919194858250137,4269.798833964766,8.546426504587224,9,132.78388278388277,25.280555541660604
211,98000,864,5,1925,Edwards,0.48733789366586144,2522.4931739063204,8.245812866460964,10,113.42592592592592,16.57697720395053
212,186000,1212,6,2009,Edwards,1.918951976926932,4511.897281780279,8.406854245375907,4,153.46534653465346,3.0600971449172194
213,252678,1852,7,2009,Somerst,1.5196125950260058,4472.226760429801,9.394394573194852,1,136.4352051835853,7.487059382598114
214,156000,990,5,1995,CollgCr,-2.757306905394402,4223.701600470485,5.898285695023279,3,157.57575757575756,5.365553792155566
215,161750,1392,6,1977,CollgCr,2.1217922134753584,4160.121745228245,2.8025381608086333,9,116.19971264367815,4.17614436407918
216,134450,1236,5,1957,NAmes,-2.6275091250319993,2218.716556392163,6.551052470672871,4,108.77831715210355,11.294029309225323
217,210000,1436,7,2004,CollgCr,-1.7460030184073227,1323.6771322050088,7.685933443011451,5,146.23955431754874,7.26710831355427
218,107000,1328,4,1925,OldTown,2.4649140511802416,2611.9207150606458,7.6412565401862285,7,80.57228915662651,6.939941798439612
219,311500,1954,7,1939,Crawfor,1.496328990472147,1694.0980599460347,5.693041217501921,5,159.41658137154556,2.1134486499998957
220,167240,1248,7,2005,Blmngtn,3.4922341049417795,3779.804355609847,1.6161284740022026,4,134.00641025641025,1.0212663214652995
221,204900,1498,7,2006,CollgCr,1.5761289230034334,2384.398906151142,4.34001644587115,2,136.78237650200268,3.5316631581685627
